Unnamed: 0,highway,name,asfinag_position,asfinag_type,direction,osm_id,osm_name,centroid,dist_along_highway,x_coord,nb,on_segment,evaluated_dir
7.0,A9,'Rottenmann/Nord',77.91,2,1,376715082,,POINT (479351.9043083838 402480.3586028045),77941.67564567368,479361.7529598619,131,13,1
8.0,A9,'Rottenmann/Süd',78.18,2,0,376715085,,POINT (479573.5259348822 402355.611401364),78196.23516784806,479560.3242440162,132,13,0
,S37,'Hunnenbrunnen Nord',285.19,2,0,103104989,,POINT (480066.6171273329 320078.7756246809),2124.76300427167,480043.8254215059,133,19,1
266.0,S37,'Hunnenbrunnen Süd',285.2,2,1,103104987,,POINT (480065.5163476013 320072.6777886887),2130.959814290261,480093.8833616002,134,19,0
194.0,A7,'Engerwitzdorf',25.71,1,1,189919127,Rastplatz Engerwitzdorf,POINT (483152.3628229792 494879.4943561673),25746.049279755516,483102.0659508507,135,15,1
195.0,A7,'Denk',25.76,1,0,189919124,Rastplatz Denk,POINT (483153.5057581467 494881.3260104435),25748.208274960725,483190.2215469718,136,15,0
19.0,A1,'Enns Nord',156.79,1,0,523633283,Enns Nord,POINT (483210.5218277974 479130.2426967632),148036.79739378204,483216.736901953,137,16,1
18.0,A1,'Enns Süd',156.19,1,1,523633273,Enns Süd,POINT (483466.6955968107 479091.4297807233),147777.689227296,483455.8217990267,138,16,0
150.0,A2,'Grafenstein Süd',300.0,1,1,398982040,Grafenstein Süd,POINT (484587.9305809144 305090.1406454235),299868.8062420735,484586.1641730426,139,18,0
149.0,A2,'Grafenstein Nord',300.0,1,0,398982039,Grafenstein Nord,POINT (484616.0124075585 305087.9931743867),299840.5023934409,484620.387659362,140,18,1
9.0,A9,'Trieben',85.7,0,2,94441558,Raststation Trieben,POINT (486609.6366257945 400344.4809176961),85716.51059070176,486639.4742590693,141,13,2
17.0,A1,'Parkplatz Ennsdorf’,152.88,2,0,904639431,Ennsdorf,POINT (486962.6146318348 478474.1073158729),144219.52180883568,486967.3882255752,142,16,1
16.0,A1,'Ennsblick',147.1,2,0,523610724,Ennsblick,POINT (490730.0200022863 474589.4121931615),138438.77766993816,490761.9664102845,143,16,1
10.0,A9,'Gaishorn',92.11,1,1,94440598,Rastplatz Gaishorn,POINT (492625.0198379579 398497.6559338562),92143.66363082176,492634.0149813956,144,13,1
15.0,A1,'Haag',143.54,0,1,79589948,Haag,POINT (492850.1343153518 471853.2190983685),134904.5556513331,492792.9087994206,145,16,0
11.0,A9,'Treglwang',94.03,2,0,665215184,Parkplatz Treglwang,POINT (494391.1682000164 397795.8882402251),94053.16658702976,494384.4414220566,146,13,0
148.0,A2,'Völkermarkt',285.09,0,2,47029582,Raststätte Völkermarkt,POINT (496627.8689378194 309499.015510574),285005.7315573676,496555.3319714307,147,18,2
14.0,A1,'Strengberg',136.0,0,0,322545232,Strengberg,POINT (499256.0289309673 469168.022432398),127419.88396947316,499274.7511604758,148,16,1
265.0,S36,'Hauswald',35.77,2,0,951736532,Parkplatz Hauswald,POINT (499566.1780635794 364945.4961424934),35739.16296933435,499579.1062545049,149,20,1
264.0,S36,'Strettweg',34.61,2,1,327071181,Parkplatz Strettweg,POINT (500575.0584020441 365077.1584028469),34655.87696211147,500597.8093330075,150,20,0
147.0,A2,'Haimburg Nord',279.17,2,0,527042440,Parkplatz Haimburg Nord,POINT (502288.1990288619 310131.6637616364),279134.37145867385,502292.7816052746,151,18,1
13.0,A1,'Oed',130.52,2,1,895761070,Oed,POINT (504657.2940548366 469713.8977418614),121902.04643123144,504675.7868177567,152,16,0
12.0,A9,'Kalwang',106.26,1,0,665214827,Rastplatz Kalwang,POINT (504861.3719487624 392840.5002490873),106346.82419818388,504858.7646234921,153,13,0
12.0,A1,'Parkplatz Zeillern’,124.31,2,0,895761100,Zeillern,POINT (510644.583901535 470585.1286226319),115669.74097264573,510628.7832619262,154,16,1
146.0,A2,'Gönitz/Nord',268.89,2,0,527026750,Parkplatz Gönitz Nor,POINT (510700.1021823093 313735.8960136538),268950.3283638088,510682.1791903474,155,18,1
145.0,A2,'Gönitz/Süd',268.86,2,1,527026753,Parkplatz Gönitz Süd,POINT (510736.6917961553 313761.9327965898),268904.5024151299,510752.8783527016,156,18,0
143.0,A2,'Fischering',259.85,2,1,526850273,Parkplatz Fischering,POINT (512957.6760466359 321715.4375916371),259951.60486252053,512993.8958160395,157,18,0
144.0,A2,'St. Ändra',262.91,2,0,526850263,Parkplart Sankt Andrä,POINT (513246.2990652891 318776.1899952622),262955.5643856141,513196.7727531045,158,18,1
11.0,A1,'Amstetten',119.36,1,1,69744600,Amstetten,POINT (514585.9751520627 473009.7344067952),110856.16706177368,514590.5665525703,159,16,0
10.0,A1,'Viehdorf',118.17,1,0,69745896,Viehdorf,POINT (514653.8683951934 473014.3435957916),110788.11755873068,514650.5215557402,160,16,1
142.0,A2,'Twimberg Nord',242.44,2,0,526830760,Rastplatz Twimberg Nord,POINT (514964.5169401068 337708.7528175233),242509.8030506665,514921.9528572539,161,18,1
141.0,A2,'Twimberg Süd',242.34,2,1,526830759,Rastplatz Twimberg Süd,POINT (514976.0668397292 337744.6826428609),242470.24243419603,515005.5016716613,162,18,0
263.0,S36,'St. Marein Süd',14.97,0,1,383433357,Rastplatz St. Marein,POINT (517080.0581802779 373841.0743367968),14965.585447519716,517093.9527388794,163,20,0
262.0,S36,'St. Marein Nord',14.89,0,0,49358081,Rastplatz St. Marein,POINT (517131.476219799 373862.0956259383),14909.772315636868,517114.5362839187,164,20,1
13.0,A9,'Kammern Nord',121.18,2,1,950302829,,POINT (518244.4773366983 388645.192545132),121189.21743302692,518239.9861728944,165,13,1
14.0,A9,'Kammern Süd',121.26,0,2,94438967,Raststation Kammern,POINT (518324.5248169564 388654.0569974155),121269.75421704885,518331.4913245914,166,13,2
140.0,A2,'Pack',235.21,0,2,207488228,Raststation Pack Preitenegg,POINT (520211.8543536728 341031.2935534851),235315.76453870424,520193.4766166944,167,18,2
15.0,A9,'St. Michael',135.01,2,0,99092854,,POINT (528414.8897214463 381698.1163794455),134998.64009941448,528393.8191299433,168,21,0
17.0,A9,'Ortnerhof Süd’,135.65,2,0,474140730,,POINT (528967.2091371835 381414.684493794),135624.7242459407,528960.2473120602,169,21,0
16.0,A9,'Ortnerhof Nord',135.65,2,1,664756708,,POINT (528993.3681661958 381408.1236677671),135651.6934554006,528997.5802691273,170,21,1
9.0,A1,'Kemmelbach',101.38,0,0,322544273,Kemmelbach,POINT (531485.8139251381 474320.6381102163),92757.66724855428,531465.51598115,171,16,1
18.0,A9,'Hinterlainsach/Ost',139.16,2,0,664756705,,POINT (531469.8927966447 379105.166105575),139165.3246006848,531484.5482811976,172,21,1
19.0,A9,'Hinterlainsach/West',139.3,2,1,664756706,,POINT (531572.6073593162 379025.9937158431),139295.01648328692,531549.7831373794,173,21,0
8.0,A1,'Ybbs',100.32,0,1,322544067,Ybbs,POINT (532412.4720064271 474846.1041658239),91687.56131897827,532437.2852403207,174,16,0
139.0,A2,'Herzogberg Süd',220.19,1,1,526719862,Rastplatz Herzogberg Süd,POINT (533952.9397569415 342495.0689439042),220316.30619024337,533949.5982993604,175,18,0
138.0,A2,'Herzogberg Nord',220.13,1,0,193468416,Rastplatz Herzogberg Nord,POINT (534021.5493283356 342493.4794256085),220248.1966038648,534021.3825995264,176,18,1
20.0,A9,'Kleintal',150.57,2,0,564086450,,POINT (540571.3485070803 373252.2303345539),150547.39816113902,540574.3351737915,177,21,1
7.0,A1,'Ornding',88.04,1,0,-12284963,Ornding,POINT (543005.5417409816 479555.4163782723),79331.74335668387,542976.5205263259,178,16,1
21.0,A9,'Übelbach 1',154.16,2,1,664756052,Übelbach I,POINT (543500.617675061 371239.5727750229),154136.02524141554,543510.573331115,179,21,1
22.0,A9,'Übelbach 2',154.24,2,0,664756053,Übelbach II,POINT (543570.4263583057 371201.470242055),154215.55544922713,543552.0205580738,180,21,0
260.0,S35,'Frohnleiten West',26.82,2,0,173760628,P27,POINT (550102.9268462445 374274.8602366833),25978.74509057437,550069.9603391113,181,25,0
261.0,S35,'Frohnleiten Ost',26.82,2,1,173760625,Pannenplatz,POINT (550101.9386897683 374255.117026546),25999.758562908795,550119.5271236376,182,25,1
23.0,A9,'Deutschfeistritz',161.95,0,2,235790130,Raststation Deutschfeistritz,POINT (550299.1409770098 369267.1505961572),161859.23733452355,550268.1905258861,183,21,2
279.0,S6,'Kapfenberg Süd',72.45,1,1,100496555,Raststation Kapfenberg Süd,POINT (551310.1321664493 396522.8177316224),71785.13357316611,551330.1045606002,184,24,0
24.0,A9,'Eggenfeld',169.13,2,0,4575038,,POINT (551510.6093431603 362669.8436039072),169066.7990469878,551474.5660784504,185,26,0
278.0,S6,'Kapfenberg Nord',72.03,2,0,544542523,Raststation Kapfenberg Nord,POINT (551565.3555204966 396841.7843781934),71382.687846574,551521.0002345934,186,24,1
5.0,A1,'Schallaburg',76.81,1,1,210456429,Schallaburg,POINT (552245.0186510527 479296.5015077651),68230.25688284212,552213.9791297226,187,16,0
6.0,A1,'Roggendorf',76.82,1,0,210456428,Roggendorf,POINT (552316.2429960244 479259.7866066515),68150.12643071807,552335.5479390357,188,16,1
277.0,S6,'St. Marein',68.99,0,0,94437560,Raststation St. Marein,POINT (553797.3538673164 398348.5349967482),68338.78789465524,553779.1904666434,189,24,1
137.0,A2,'Kaiserwald',190.77,0,2,192901592,Raststation Kaiserwald,POINT (555869.9693473243 342137.7008591847),190811.98043951005,555990.9359950811,190,18,2
25.0,A9,'Feldkirchen',186.97,2,1,96572678,,POINT (557777.8489069396 348485.4031787145),187070.6358121562,557798.8671200833,191,26,1
26.0,A9,'Premstätten',192.48,1,0,178135178,Rastplatz Premstätten,POINT (559582.6667540025 343373.0937915523),192653.40411288827,559542.4347327679,192,28,0
27.0,A9,'Thalerhof',196.52,2,1,664741198,Parkplatz Thalerhof,POINT (561718.0306686348 340052.1900099818),196601.69095561144,561752.2549026615,193,28,1
4.0,A1,'St. Pölten',62.9,0,2,47029995,St. Pölten,POINT (565422.8968218691 477766.7902345518),54307.51935523901,565411.8660079052,194,16,2
28.0,A9,'Gralla West',211.06,0,0,192707339,Raststation Gralla West,POINT (569014.8819259331 328351.0564925285),211176.1907090968,568973.1545814445,195,28,0
29.0,A9,'Gralla Ost',211.45,0,1,193064709,Raststation Gralla Ost,POINT (569216.8452021168 328135.0634157262),211471.96139543704,569248.9515266542,196,28,1
276.0,S6,'Schwöbing Süd',48.57,0,1,327068316,Raststation Schwöbing Süd,POINT (569852.5921201727 409027.0757040776),47942.657073919545,569853.717100625,197,24,0
275.0,S6,'Schwöbing Nord',48.55,0,0,327068314,Raststation Schwöbing Nord,POINT (569869.3441405784 409027.7320263921),47924.6087619431,569868.191846711,198,24,1
136.0,A2,'Laßnitzhöhe Süd',170.65,1,1,525963521,Rastplatz Laßnitzhöhe-Süd,POINT (570426.1645772023 354029.0937089343),170660.52501152034,570434.7725800843,199,27,0
135.0,A2,'Laßnitzhöhe Nord',170.16,1,0,525963518,Rastplatz Laßnitzhöhe-Nord,POINT (570813.5618238278 354037.8785238778),170265.3810171409,570822.2967376324,200,27,1
257.0,S33,'St. Pölten Ost',1.84,0,0,109352402,,POINT (573003.09348733 480087.0119690653),25259.49868436409,573067.4196835606,201,30,0
30.0,A9,'Straß West',225.02,2,0,314047000,Rastplatz Straß West,POINT (576440.0535444823 317315.2993467533),225116.04098338005,576389.1964605602,202,28,0
31.0,A9,'Straß Ost’,225.02,2,1,314046999,Rastplatz Straß Ost,POINT (576414.5847768256 317344.7925297988),225077.0712368603,576444.4001268086,203,28,1
258.0,S33,'Inzersdorf',15.28,1,1,542661862,Rastplatz Inzersdorf,POINT (576633.4205819423 492807.1444143169),11816.427924955084,576583.4413080302,204,30,1
259.0,S33,'Herzogenburg',15.69,1,0,405477797,Rastplatz Herzogenburg,POINT (576735.7675152039 493096.3510127884),11509.592132582457,576795.2939461012,205,30,0
270.0,S5,'Grafenwörth',32.85,0,2,925947138,Raststation Grafenwörth,POINT (580892.3363824097 504221.6077161627),32764.22247079224,580893.6274787366,206,32,2
2.0,A1,'Kesselhof',44.88,1,1,228287045,Kesselhof,POINT (583166.5595131195 479130.7026307815),36260.395870592,583164.4383275693,207,31,0
3.0,A1,'Kirchstetten',44.88,1,0,228284224,Kirchstetten,POINT (583164.9106000586 479130.7603876926),36262.04575825932,583166.599872172,208,31,1
134.0,A2,'Arnwiesen',154.1,0,2,140439861,Raststation Arnwiesen,POINT (584814.6308571066 359115.6746264162),154027.591129845,584815.6945069765,209,27,2
274.0,S6,'Schottwien',23.57,0,2,49360021,Rastplatz Schottwien,POINT (589631.7528282285 419755.4299537098),22953.190177531364,589677.1334808402,210,24,2
,A2,'Ilztal/Nord ',147.5,2,1,525921919,P147,POINT (591061.8143124762 357553.8643702688),147494.29106534377,591060.0354494462,211,27,0
1.0,A1,'Steinhäusl',32.7,0,2,187691678,Steinhäusl,POINT (594076.6102024387 476341.5100593033),24098.67681152607,594053.7768457728,212,31,2
273.0,S6,'Gloggnitz Nord',18.44,2,0,661056057,Parkplatz Gloggnitz,POINT (594438.2414924201 420810.2232835872),17845.43517725091,594415.12474036,213,24,1
272.0,S6,'Gloggnitz Süd',17.81,2,1,661055664,Parkplatz Gloggnitz,POINT (594974.609508564 421091.5260490623),17231.246220439025,594985.280958826,214,24,0
0.0,A1,'Parkplatz Großraum’,27.42,2,2,47029834,Großram,POINT (598909.2587628315 477066.6419015015),18630.86849194398,598918.172416926,215,33,2
132.0,A2,'Hainersdorf',133.87,1,0,525878305,Rastplatz Hainersdorf,POINT (601133.0416764367 361098.6991671099),133858.62981543373,601083.218354068,216,27,1
133.0,A2,'Bad Blumau',134.06,1,1,525878304,Rastplatz Bad Blumau,POINT (601147.6167897942 360875.8480306181),134081.5902049001,601190.1843012946,217,27,0
250.0,S3,'Hollabrunn',23.6,2,1,264561229,Rastplatz Hollabrunn,POINT (601587.922972774 521964.0408641865),23642.53633551912,601572.1177793256,218,35,0
168.0,A21,'Alland',14.68,0,2,892039574,Raststation Alland,POINT (603538.9837976657 466957.0898822986),23575.1679741444,603624.3526028101,219,34,2
131.0,A2,'St. Johann/Nord',113.24,2,0,525858856,P113,POINT (604981.3194017765 378446.4170044318),113233.64305635316,604971.14603563,220,27,1
269.0,S5,'Zaina',6.3,2,0,142277259,,POINT (605008.1056331804 499874.9135941259),6218.353250993613,604984.3417026057,221,32,1
130.0,A2,'St. Johann/Süd',113.05,2,1,525858857,,POINT (605142.3045456023 378486.670484406),113068.7027787336,605151.7407439483,222,27,0
129.0,A2,'Loipersdorf',105.5,0,2,192927910,Raststation Loipersdorf,POINT (606179.3838264041 385000.0572856638),105622.14815529152,606100.3011752106,223,27,2
128.0,A2,'Pinkafeld/West',98.0,2,0,207181900,,POINT (607430.7184431629 391976.5096568596),98046.57590143588,607383.314727821,224,27,1
127.0,A2,'Pinkafeld/Ost',97.98,2,1,207181901,,POINT (607428.3039527698 391984.9595829764),98038.38878130166,607460.4400176294,225,27,0
271.0,S6,'Natschbach',3.22,0,2,96307607,Rastplatz Natschbach,POINT (607738.8828607464 426804.0562502713),2710.823392992959,607765.4656145051,226,24,2
169.0,A21,'Dornbach',19.96,2,1,895955600,Parkplatz Dornbach,POINT (607923.4811708856 466552.9341206788),18244.031857697813,607931.6562185271,227,34,1
126.0,A2,'Schäffern Ost',86.7,1,1,93119776,Rastplatz Schäffern,POINT (608357.277 402221.4887),86783.69255601408,608424.3012310681,228,27,0
123.0,A2,'Witzelsberg',60.84,2,0,207564998,,POINT (609444.6628739674 423779.5575071673),60871.62524835884,609381.3005077317,229,27,1
125.0,A2,'Zöbern',78.76,0,2,47027527,Raststation Zöbern,POINT (609535.8360860704 408498.2279577852),78798.18835371306,609495.7543804377,230,27,2
124.0,A2,'Gleissenfeld',61.52,2,1,525643295,P62,POINT (609651.5511587654 423071.5222833579),61617.27209185715,609703.2012774406,231,27,0
175.0,A22,'Stockerau',28.09,0,1,433012188,Raststation Stockerau,POINT (612604.2150807923 501918.9998919788),28027.704684296903,612609.224995299,232,37,0
120.0,A2,'Bad Fischau',40.93,0,0,100454573,Raststation Bad Fischau,POINT (613259.4558850792 441037.6041311026),41055.04247079064,613196.1533770029,233,38,1
119.0,A2,'Föhrenberg',39.31,0,1,129127252,Raststation Föhrenberg,POINT (613140.5519097138 442740.1295803047),39336.43721850597,613223.0744199788,234,38,0
170.0,A21,'Hinterbrühl',26.99,1,0,286175682,Rastplatz Hinterbrühl,POINT (613742.6112027949 467615.2752578323),11277.2684833336,613765.5647299936,235,34,0
171.0,A21,'Sparbach',26.99,2,1,93323594,Parkplatz Hinterbühl,POINT (613808.0656598104 467648.0917099667),11204.630854695071,613786.7438808143,236,34,1
122.0,A2,'Wr. Neustadt',51.18,1,1,397674648,Rastplatz Wr. Neustadt,POINT (614013.234159347 431555.2939256189),51195.19015325369,614048.492718559,237,36,0
121.0,A2,'Steinfeld',50.35,1,0,148700928,Rastplatz Steinfeld,POINT (614593.7540792089 432247.9695231058),50293.55814030129,614534.9720840184,238,36,1
117.0,A2,'Triestingtal',32.08,1,0,327066542,Rastplatz Triestingtal,POINT (614842.1217344226 449540.0403826834),32178.664708455453,614767.8149405568,239,38,1
118.0,A2,'Leobersdorf',32.08,1,1,100454106,Rastplatz Leobersdorf,POINT (614842.1291241518 449582.8317118017),32135.78635912251,614893.5431762162,240,38,0
174.0,A22,'Korneuburg Ost',18.12,0,0,54893726,Raststation Korneuburg,POINT (621304.3016145072 498539.8903192608),18079.022892039822,621303.8763335195,241,41,0
173.0,A22,'Korneuburg West',18.04,0,1,54893726,Raststation Korneuburg,POINT (621304.3016145072 498539.8903192608),18079.022892039822,621303.8763335195,242,41,0
116.0,A2,'Guntramsdorf',14.43,0,2,324026491,Guntramsdorf,POINT (624061.1291905959 463524.9159000518),14491.72041560853,623926.2221590605,243,43,2
252.0,S31,'Forchtenstein’,52.45,2,0,913221916,,POINT (627978.2739220575 431150.8262655733),18821.622180875434,627948.3738034245,244,48,0
251.0,S31,‘Mattersburg’,52.09,2,1,913221918,,POINT (628230.6646893366 431499.0496348071),18387.15857370269,628250.2191019763,245,48,1
253.0,S31,'Kobersdorf',66.91,2,0,159983507,Parkplatz Kobersdorf (gesperrt),POINT (629676.4197328923 417709.4725874028),33190.27208381451,629644.6517780572,246,48,0
254.0,S31,'Tschurndorf',68.14,2,1,913077236,Parkplatz Tschurndorf,POINT (630173.8062938141 416542.8362779401),34474.315801743054,630207.9368235212,247,48,1
180.0,A3,'Hornstein',28.0,0,2,373807312,Raststation Hornstein,POINT (630494.6909785409 446672.9192672775),19180.63195308188,630409.3244350143,248,47,2
,S1A,'Schwechat',9.85,0,2,30811318,,POINT (631198.4819677807 474024.9182633161),6204.256195102536,631212.4502089146,249,45,2
181.0,A4,'Simmering',2.45,0,0,478125158,Raststation Simmering,POINT (631284.1961419558 480715.7461232204),3146.269777173395,631279.0016764031,250,51,0
,S1B,'Deutsch Wagram',39.05,0,2,42216901,Raststation Deutsch-Wagram,POINT (635827.9270966687 495085.6109840028),2979.777227399416,635980.4823627592,251,54,2
191.0,A5,'Hochleithen',10.63,0,2,42217069,Raststation Hochleithen,POINT (637849.8456007174 507952.6981153795),10075.396251185926,637914.9142296079,252,55,2
182.0,A4,'Fischamend',22.33,1,0,157107389,Rastplatz Fischamend,POINT (647793.5865944625 471420.0222732652),23119.498262266134,647755.8366565057,253,56,0
183.0,A4,'Maria Ellend',22.48,1,1,157107388,Rastplatz Maria Ellend,POINT (647759.8038495937 471449.0576196106),23075.034106638963,647789.9265488647,254,56,1
184.0,A4,'Göttlesbrunn',28.04,0,2,525427828,Raststation Göttlesbrunn,POINT (651873.2389008715 467455.8061885558),28897.0499829454,651823.8253018593,255,56,2
185.0,A4,'Parndorf',46.23,2,1,666371706,Rastplatz Parndorf,POINT (664350.9103239095 458324.0371485002),46972.177028815866,664356.0654521114,256,59,1
186.0,A4,'Neusiedl',47.01,2,0,666371707,Rastplatz Neusiedl,POINT (665071.1526685229 458082.329240442),47732.23439700935,665050.1524660793,257,59,0
192.0,A6,'Potzneusiedl',10.8,0,2,46158787,Rastplatz Potzneusiedl,POINT (670597.60217747 465440.6585698945),10738.151284064392,670513.7452634472,258,60,2
187.0,A4,'Nickelsdorf Süd',64.65,0,0,342598797,Raststation Nickelsdorf Süd,POINT (681172.6114097799 454468.4783382361),65405.13401200047,681173.5546972395,259,59,0
188.0,A4,'Nickelsdorf Nord',64.97,0,1,342598795,Raststation Nickelsdorf Nord,POINT (681466.7659848519 454443.5647721253),65698.33452296151,681480.4134362255,260,59,1
